Model 	GenomeIDSpeciesA 	GenomeIDSpeciesB 	GRSpeciesAFull 	GRSpeciesBFull 	GRASolo 	GRBSolo 	PercentChangeRawA 	PercentChangeRawB 	TypeOfInteraction
1400053.5X1203573.3 	1400053.5 	1203573.3 	15.7192132861 	2.28794021113 	7.42675123239 	3.05338917297 	1.11656655706 	-0.250688306822 	Parasitism
1414719.3X1095745.3 	1414719.3 	1095745.3 	2.08006843489e-26 	24.9158442204 	13.9834631044 	24.9158442204 	-1.0 	0.0 	Amensalism
1414719.3X1227268.3 	1414719.3 	1227268.3 	20.0253547059 	4.70015524866 	13.9834631044 	12.3624465325 	0.432074054645 	-0.619803795608 	Parasitism
1414719.3X267747.3 	1414719.3 	267747.3 	20.0253547059 	4.70027226254 	13.9834631044 	24.7255086097 	0.432074054645 	-0.809901897804 	Parasitism
1414719.3X562981.3 	1414719.3 	562981.3 	20.0253547059 	0.273763057459 	13.9834631044 	2.23830004903 	0.432074054645 	-0.877691528632 	Parasitism
1414719.3X862512.3 	1414719.3 	862512.3 	24.7256547493 	0.0 	13.9834631044 	3.08901330302 	0.768206814342 	-1.0 	Parasitism
1459803.3X267747.3 	1459803.3 	267747.3 	2.06742552115e-25 	24.7255086097 	21.7120760263 	24.7255086098 	-1.0 	-4.04433467862e-12 	Amensalism
1476577.3X1077975.4 	1476577.3 	1077975.4 	6.26226937598 	24.7256579876 	0.118775713882 	24.7256579876 	51.7234833731 	0.0 	Commensalism
1476577.3X1105030.3 	1476577.3 	1105030.3 	5.34136864679 	7.2253137363 	0.118775713882 	12.4270826445 	43.9702087423 	-0.418583271473 	Parasitism
1476577.3X1197728.3 	1476577.3 	1197728.3 	0.0514335987595 	7.7830940859 	0.118775713882 	7.78309408591 	-0.566968725521 	-1.28483617402e-12 	Amensalism
1476577.3X1235815.4 	1476577.3 	1235815.4 	0.0628605504162 	6.40793751026 	0.118775713882 	6.40793751026 	-0.47076259648 	0.0 	Amensalism
1476577.3X1332188.3 	1476577.3 	1332188.3 	0.0321148621562 	3.68245664005 	0.118775713882 	3.68896643112 	-0.729617603578 	-0.00176466530437 	Amensalism
1476577.3X267747.3 	1476577.3 	267747.3 	2.72763072993 	24.7255086097 	0.118775713882 	24.7255086097 	21.9645492398 	0.0 	Commensalism
1476577.3X457394.3 	1476577.3 	457394.3 	0.952550325082 	1.78136687039 	0.118775713882 	1.78136687039 	7.01973984369 	0.0 	Commensalism
1476577.3X552395.3 	1476577.3 	552395.3 	-1.19828717693e-17 	12.3720208349 	0.118775713882 	12.3720208349 	-1.0 	0.0 	Amensalism
